Author,Known_paper,Unknown_paper,Is_same_author
lawrence_saul,lawrence_saul_5.txt,unknown,bernard_scholkopf_2_8.txt,NO
daphne_koller,daphne_koller_16.txt,unknown,trevor_hastie_5.txt,NO
robert_tibshirani,robert_tibshirani_3_9.txt,unknown,alex_smola_18.txt,NO
tom_mitchell,tom_mitchell_2_5.txt,unknown,lawrence_saul_8.txt,NO
tom_mitchell,tom_mitchell_2_3.txt,unknown,lawrence_saul_8.txt,NO
thomas_l_griffiths,thomas_l_griffiths_14.txt,unknown,michael_jordan_3_1.txt,NO
david_blei,david_blei_3.txt,unknown,thorsten_joachims_3.txt,NO
thorsten_joachims,thorsten_joachims_4_3.txt,unknown,trevor_hastie_19.txt,NO
geoffrey_hinton,geoffrey_hinton_2_9.txt,unknown,david_blei_2_10.txt,NO
yann_lecun,yann_lecun_3_3.txt,unknown,yee_whye_teh_11.txt,NO
yoshua_bengio,yoshua_bengio_8.txt,unknown,michael_jordan_3_1.txt,NO
david_blei,david_blei_2_6.txt,unknown,thorsten_joachims_3.txt,NO
thomas_l_griffiths,thomas_l_griffiths_15.txt,unknown,michael_jordan_3_1.txt,NO
xiaojin_zhu,xiaojin_zhu_2_2.txt,unknown,geoffrey_hinton_12.txt,NO
michael_jordan,michael_jordan_13.txt,unknown,geoffrey_hinton_3.txt,NO
yee_whye_teh,yee_whye_teh_12.txt,unknown,bernard_scholkopf_3.txt,NO
yee_whye_teh,yee_whye_teh_16.txt,unknown,bernard_scholkopf_3.txt,NO
trevor_hastie,trevor_hastie_21.txt,unknown,vapnik_3_2.txt,NO
yee_whye_teh,yee_whye_teh_11.txt,unknown,bernard_scholkopf_3.txt,NO
radford_neal,radford_neal_9.txt,unknown,alex_smola_1.txt,NO
zoubin_ghahramani,zoubin_ghahramani_3_9.txt,unknown,yee_whye_teh_2.txt,NO
robert_tibshirani,robert_tibshirani_3_7.txt,unknown,alex_smola_18.txt,NO
geoffrey_hinton,geoffrey_hinton_3.txt,unknown,david_blei_2_10.txt,NO
radford_neal,radford_neal_2_3.txt,unknown,alex_smola_1.txt,NO
thomas_l_griffiths,thomas_l_griffiths_2.txt,unknown,michael_jordan_3_1.txt,NO
geoffrey_hinton,geoffrey_hinton_12.txt,unknown,david_blei_2_10.txt,NO
vapnik,vapnik_3_2.txt,unknown,michael_jordan_2.txt,NO
xiaojin_zhu,xiaojin_zhu_15.txt,unknown,geoffrey_hinton_12.txt,NO
lawrence_saul,lawrence_saul_1.txt,unknown,bernard_scholkopf_2_8.txt,NO
yoshua_bengio,yoshua_bengio_21.txt,unknown,michael_jordan_3_1.txt,NO
lawrence_saul,lawrence_saul_8.txt,unknown,bernard_scholkopf_2_8.txt,NO
david_blei,david_blei_2_10.txt,unknown,thorsten_joachims_3.txt,NO
yoshua_bengio,yoshua_bengio_12.txt,unknown,michael_jordan_3_1.txt,NO
alex_smola,alex_smola_1.txt,unknown,andrew_y_ng_14.txt,NO
xiaojin_zhu,xiaojin_zhu_16.txt,unknown,geoffrey_hinton_12.txt,NO
vapnik,vapnik_4.txt,unknown,michael_jordan_2.txt,NO
lawrence_saul,lawrence_saul_2.txt,unknown,bernard_scholkopf_2_8.txt,NO
bernard_scholkopf,bernard_scholkopf_3.txt,unknown,trevor_hastie_5.txt,NO
trevor_hastie,trevor_hastie_19.txt,unknown,vapnik_3_2.txt,NO
andrew_y_ng,andrew_y_ng_1.txt,unknown,thomas_l_griffiths_14.txt,NO
thorsten_joachims,thorsten_joachims_3.txt,unknown,trevor_hastie_19.txt,NO
yee_whye_teh,yee_whye_teh_2.txt,unknown,bernard_scholkopf_3.txt,NO
bernard_scholkopf,bernard_scholkopf_1.txt,unknown,trevor_hastie_5.txt,NO
robert_tibshirani,robert_tibshirani_3_5.txt,unknown,alex_smola_18.txt,NO
tom_mitchell,tom_mitchell_14.txt,unknown,lawrence_saul_8.txt,NO
thorsten_joachims,thorsten_joachims_8.txt,unknown,trevor_hastie_19.txt,NO
thorsten_joachims,thorsten_joachims_3_3.txt,unknown,trevor_hastie_19.txt,NO
yann_lecun,yann_lecun_19.txt,unknown,yee_whye_teh_11.txt,NO
david_blei,david_blei_21.txt,unknown,thorsten_joachims_3.txt,NO
zoubin_ghahramani,zoubin_ghahramani_11.txt,unknown,yee_whye_teh_2.txt,NO
trevor_hastie,trevor_hastie_3_2.txt,unknown,vapnik_3_2.txt,NO
daphne_koller,daphne_koller_6.txt,unknown,trevor_hastie_5.txt,NO
xiaojin_zhu,xiaojin_zhu_8.txt,unknown,geoffrey_hinton_12.txt,NO
andrew_y_ng,andrew_y_ng_18.txt,unknown,thomas_l_griffiths_14.txt,NO
michael_jordan,michael_jordan_9.txt,unknown,geoffrey_hinton_3.txt,NO
zoubin_ghahramani,zoubin_ghahramani_3_4.txt,unknown,yee_whye_teh_2.txt,NO
bernard_scholkopf,bernard_scholkopf_19.txt,unknown,trevor_hastie_5.txt,NO
andrew_y_ng,andrew_y_ng_14.txt,unknown,thomas_l_griffiths_14.txt,NO
trevor_hastie,trevor_hastie_5.txt,unknown,vapnik_3_2.txt,NO
robert_tibshirani,robert_tibshirani_3_12.txt,unknown,alex_smola_18.txt,NO
thomas_l_griffiths,thomas_l_griffiths_11.txt,unknown,michael_jordan_3_1.txt,NO
bernard_scholkopf,bernard_scholkopf_2_8.txt,unknown,trevor_hastie_5.txt,NO
zoubin_ghahramani,zoubin_ghahramani_13.txt,unknown,yee_whye_teh_2.txt,NO
alex_smola,alex_smola_18.txt,unknown,andrew_y_ng_14.txt,NO
daphne_koller,daphne_koller_2_8.txt,unknown,trevor_hastie_5.txt,NO
michael_jordan,michael_jordan_3_1.txt,unknown,geoffrey_hinton_3.txt,NO
daphne_koller,daphne_koller_4.txt,unknown,trevor_hastie_5.txt,NO
geoffrey_hinton,geoffrey_hinton_2_10.txt,unknown,david_blei_2_10.txt,NO
vapnik,vapnik_2_8.txt,unknown,michael_jordan_2.txt,NO
andrew_y_ng,andrew_y_ng_2_6.txt,unknown,thomas_l_griffiths_14.txt,NO
tom_mitchell,tom_mitchell_12.txt,unknown,lawrence_saul_8.txt,NO
